Node,332,Police,328,Distance,160.628
Node,330,Police,328,Distance,118.456
Node,329,Police,328,Distance,111.073
Node,331,Police,328,Distance,90.974
Node,362,Police,323,Distance,81.069
Node,370,Police,320,Distance,78.085
Node,371,Police,320,Distance,73.613
Node,344,Police,323,Distance,48.407
Node,339,Police,328,Distance,47.244
Node,369,Police,321,Distance,41.850
Node,337,Police,327,Distance,36.583
Node,336,Police,328,Distance,32.218
Node,333,Police,328,Distance,28.805
Node,335,Police,328,Distance,24.218
Node,340,Police,327,Distance,21.213
Node,363,Police,324,Distance,18.822
Node,352,Police,321,Distance,18.647
Node,346,Police,326,Distance,18.111
Node,368,Police,321,Distance,17.923
Node,342,Police,327,Distance,17.121
Node,367,Police,322,Distance,17.000
Node,334,Police,328,Distance,16.155
Node,360,Police,321,Distance,15.958
Node,345,Police,323,Distance,14.866
Node,338,Police,327,Distance,14.560
Node,343,Police,326,Distance,13.892
Node,353,Police,321,Distance,13.147
Node,361,Police,323,Distance,12.540
Node,351,Police,321,Distance,11.768
Node,357,Police,321,Distance,10.106
Node,366,Police,324,Distance,10.099
Node,359,Police,321,Distance,9.262
Node,348,Police,320,Distance,7.729
Node,341,Police,327,Distance,7.071
Node,354,Police,321,Distance,6.768
Node,347,Police,320,Distance,5.657
Node,358,Police,321,Distance,5.657
Node,364,Police,324,Distance,5.099
Node,365,Police,324,Distance,5.099
Node,350,Police,320,Distance,4.472
Node,355,Police,321,Distance,3.808
Node,349,Police,320,Distance,3.606
Node,356,Police,321,Distance,3.606
Node,320,Police,320,Distance,0.000
Node,321,Police,321,Distance,0.000
Node,322,Police,322,Distance,0.000
Node,323,Police,323,Distance,0.000
Node,324,Police,324,Distance,0.000
Node,325,Police,325,Distance,0.000
Node,326,Police,326,Distance,0.000
Node,327,Police,327,Distance,0.000
Node,328,Police,328,Distance,0.000
Police,321,Diff,+5.667,Ave,7.53333333333
Police,320,Diff,+3.867,Ave,7.53333333333
Police,328,Diff,+2.367,Ave,7.53333333333
Police,327,Diff,+0.767,Ave,7.53333333333
Police,324,Diff,+0.367,Ave,7.53333333333
Police,323,Diff,-2.133,Ave,7.53333333333
Police,326,Diff,-2.433,Ave,7.53333333333
Police,322,Diff,-3.133,Ave,7.53333333333
Police,325,Diff,-5.333,Ave,7.53333333333
Sum Distance,1302.98321434
