Node,207,Police,178,Distance,68.605
Node,264,Police,166,Distance,66.223
Node,239,Police,173,Distance,65.686
Node,202,Police,177,Distance,64.609
Node,206,Police,178,Distance,59.605
Node,253,Police,171,Distance,58.259
Node,208,Police,178,Distance,57.102
Node,199,Police,175,Distance,55.091
Node,317,Police,181,Distance,54.752
Node,316,Police,180,Distance,54.070
Node,301,Police,180,Distance,53.583
Node,287,Police,178,Distance,53.313
Node,200,Police,177,Distance,52.011
Node,263,Police,166,Distance,51.223
Node,240,Police,171,Distance,49.040
Node,205,Police,178,Distance,48.594
Node,286,Police,178,Distance,48.313
Node,302,Police,180,Distance,47.500
Node,315,Police,180,Distance,47.070
Node,300,Police,180,Distance,46.500
Node,209,Police,178,Distance,46.102
Node,313,Police,180,Distance,45.059
Node,318,Police,181,Distance,45.043
Node,203,Police,178,Distance,44.478
Node,183,Police,175,Distance,40.845
Node,303,Police,180,Distance,40.500
Node,268,Police,180,Distance,39.829
Node,238,Police,173,Distance,39.609
Node,288,Police,179,Distance,38.676
Node,299,Police,180,Distance,38.239
Node,252,Police,167,Distance,38.133
Node,251,Police,167,Distance,37.706
Node,201,Police,177,Distance,36.878
Node,248,Police,167,Distance,36.788
Node,314,Police,180,Distance,36.559
Node,215,Police,171,Distance,36.274
Node,261,Police,167,Distance,35.743
Node,285,Police,179,Distance,35.271
Node,210,Police,178,Distance,35.057
Node,259,Police,167,Distance,34.584
Node,247,Police,173,Distance,34.150
Node,319,Police,181,Distance,33.500
Node,312,Police,180,Distance,33.049
Node,257,Police,182,Distance,32.253
Node,262,Police,166,Distance,32.118
Node,304,Police,180,Distance,30.500
Node,269,Police,180,Distance,30.021
Node,246,Police,171,Distance,29.491
Node,289,Police,179,Distance,29.189
Node,283,Police,170,Distance,29.122
Node,298,Police,180,Distance,28.898
Node,260,Police,167,Distance,28.672
Node,282,Police,179,Distance,28.179
Node,241,Police,171,Distance,27.827
Node,191,Police,168,Distance,27.111
Node,267,Police,181,Distance,27.071
Node,214,Police,174,Distance,26.512
Node,280,Police,179,Distance,26.203
Node,255,Police,167,Distance,26.077
Node,290,Police,179,Distance,25.654
Node,309,Police,180,Distance,24.535
Node,270,Police,180,Distance,24.500
Node,278,Police,179,Distance,24.224
Node,192,Police,168,Distance,24.111
Node,311,Police,180,Distance,24.049
Node,222,Police,170,Distance,24.023
Node,211,Police,174,Distance,23.693
Node,195,Police,175,Distance,23.567
Node,256,Police,182,Distance,23.198
Node,297,Police,180,Distance,22.574
Node,277,Police,170,Distance,22.322
Node,254,Police,169,Distance,22.204
Node,284,Police,178,Distance,22.091
Node,275,Police,179,Distance,21.574
Node,193,Police,175,Distance,21.545
Node,245,Police,173,Distance,21.531
Node,281,Police,179,Distance,20.613
Node,242,Police,171,Distance,20.547
Node,212,Police,174,Distance,20.531
Node,265,Police,166,Distance,20.025
Node,266,Police,181,Distance,20.000
Node,295,Police,179,Distance,20.000
Node,186,Police,176,Distance,19.635
Node,204,Police,178,Distance,19.313
Node,198,Police,175,Distance,18.869
Node,279,Police,179,Distance,18.839
Node,258,Police,167,Distance,18.772
Node,305,Police,180,Distance,17.500
Node,273,Police,170,Distance,17.029
Node,185,Police,176,Distance,16.623
Node,276,Police,170,Distance,16.621
Node,194,Police,175,Distance,16.621
Node,213,Police,174,Distance,16.500
Node,308,Police,180,Distance,16.329
Node,224,Police,170,Distance,15.434
Node,310,Police,180,Distance,15.035
Node,229,Police,172,Distance,14.983
Node,274,Police,179,Distance,14.866
Node,244,Police,171,Distance,14.711
Node,221,Police,174,Distance,14.324
Node,184,Police,176,Distance,14.080
Node,291,Police,179,Distance,13.454
Node,294,Police,182,Distance,13.062
Node,271,Police,182,Distance,13.000
Node,292,Police,179,Distance,12.500
Node,187,Police,176,Distance,12.500
Node,249,Police,167,Distance,12.369
Node,234,Police,173,Distance,12.170
Node,243,Police,171,Distance,11.944
Node,223,Police,170,Distance,11.403
