0.000000000000000000e+00,3.200000000000000000e+02,3.210000000000000000e+02,3.220000000000000000e+02,3.230000000000000000e+02,3.240000000000000000e+02,3.250000000000000000e+02,3.260000000000000000e+02,3.270000000000000000e+02,3.280000000000000000e+02,3.290000000000000000e+02,3.300000000000000000e+02,3.310000000000000000e+02,3.320000000000000000e+02,3.330000000000000000e+02,3.340000000000000000e+02,3.350000000000000000e+02,3.360000000000000000e+02,3.370000000000000000e+02,3.380000000000000000e+02,3.390000000000000000e+02,3.400000000000000000e+02,3.410000000000000000e+02,3.420000000000000000e+02,3.430000000000000000e+02,3.440000000000000000e+02,3.450000000000000000e+02,3.460000000000000000e+02,3.470000000000000000e+02,3.480000000000000000e+02,3.490000000000000000e+02,3.500000000000000000e+02,3.510000000000000000e+02,3.520000000000000000e+02,3.530000000000000000e+02,3.540000000000000000e+02,3.550000000000000000e+02,3.560000000000000000e+02,3.570000000000000000e+02,3.580000000000000000e+02,3.590000000000000000e+02,3.600000000000000000e+02,3.610000000000000000e+02,3.620000000000000000e+02,3.630000000000000000e+02,3.640000000000000000e+02,3.650000000000000000e+02,3.660000000000000000e+02,3.670000000000000000e+02,3.680000000000000000e+02,3.690000000000000000e+02,3.700000000000000000e+02,3.710000000000000000e+02
3.200000000000000000e+02,0.000000000000000000e+00,1.618571665835248297e+01,5.051037993160740314e+01,6.728914162109734320e+01,9.953558429211145153e+01,1.450596352688340858e+02,3.207654387673819230e+01,6.096898786618799448e+01,1.451070456072402806e+02,2.075274857261111947e+02,2.149098972562279073e+02,1.874277344838694148e+02,2.235230968857126186e+02,1.252586103143912055e+02,1.289515511858367631e+02,1.208892934375382282e+02,1.128892934375382282e+02,7.620142078184994716e+01,7.552920764474903592e+01,1.192098669804321389e+02,4.656163257897684815e+01,6.070376820270779916e+01,7.075364382382869621e+01,4.596898786618799448e+01,9.467217051373168601e+01,6.859400199357675376e+01,2.551268353650072385e+01,5.656854249492380582e+00,7.728656901081649266e+00,3.605551275463989125e+00,4.472135954999579610e+00,1.247213595499957961e+01,2.048774572594027887e+01,2.418571665835248297e+01,1.618571665835248297e+01,1.237783010542052864e+01,1.934799431852086116e+01,2.584799431852086116e+01,2.184257090784486266e+01,2.544812218330885045e+01,3.170034427388067400e+01,5.474920541711288990e+01,1.232783962776505575e+02,1.154581150376027097e+02,9.443656477851867237e+01,1.000934190280110556e+02,1.050934190280110556e+02,3.351037993160740314e+01,2.489522013150775592e+01,4.882219235951855296e+01,7.808482972321212401e+01,7.361269376821255150e+01
3.210000000000000000e+02,1.618571665835248297e+01,0.000000000000000000e+00,3.432466327325492017e+01,5.154669857804047695e+01,8.334986763375896146e+01,1.293171922257772053e+02,4.178264062744838014e+01,7.067508461689817523e+01,1.548131423579504826e+02,2.172335824768213968e+02,2.246159940069381094e+02,1.971338312345796169e+02,2.077806538426557665e+02,1.349647070651014076e+02,1.386576479365469652e+02,1.305953901882484161e+02,1.225953901882484161e+02,8.590751753256013501e+01,8.523530439545920956e+01,1.289159637311423126e+02,6.274734923732933112e+01,7.688948486106028213e+01,8.693936048218117207e+01,5.567508461689818233e+01,9.995378698785583538e+01,6.641276732535898475e+01,2.367187035117354554e+01,2.184257090784486266e+01,2.391437355943413223e+01,1.979126793381647076e+01,1.171358070335290336e+01,1.176782893563236954e+01,1.864693254061310057e+01,1.314693254061309879e+01,6.767828935632368648e+00,3.807886552931954327e+00,3.605551275463989125e+00,1.010555127546398957e+01,5.656854249492380582e+00,9.262405524956369263e+00,1.595790123082380241e+01,3.900676237405602365e+01,1.075359532345936913e+02,9.971567199454582919e+01,7.825084812016618230e+01,8.390770236965856554e+01,8.890770236965856554e+01,1.732466327325492017e+01,1.792344832893492068e+01,4.185042055694572127e+01,8.790745042210311055e+01,8.979841042656502736e+01
3.220000000000000000e+02,5.051037993160740314e+01,3.432466327325492017e+01,0.000000000000000000e+00,2.600284822182071309e+01,8.302520436050404840e+01,1.037733418695574414e+02,6.417302802457338373e+01,9.306547201402318592e+01,1.772035297550754649e+02,2.317914807844717870e+02,2.244090692543550745e+02,2.195242186317045991e+02,1.822368034864360027e+02,1.573550944622263899e+02,1.610480353336719475e+02,1.529857775853733983e+02,1.449857775853733983e+02,1.082979049296851315e+02,1.076256917925842203e+02,1.513063511282673232e+02,9.707201251058424418e+01,1.001365398258886614e+02,1.101864154470095514e+02,7.806547201402318592e+01,7.440993663163607152e+01,4.086891696913922090e+01,4.606225774829854913e+01,5.616723418109978638e+01,5.823903683268905240e+01,5.411593120707139093e+01,4.603824397660782353e+01,4.291284921422913357e+01,4.534860058696150276e+01,3.984860058696150276e+01,3.791284921422913357e+01,3.813254982618687450e+01,3.475057155406075537e+01,3.680721932181238998e+01,2.866780902376253692e+01,2.506225774829854913e+01,3.506225774829854913e+01,1.346291201783625979e+01,8.199210287837392741e+01,7.417182163832606534e+01,7.792618484691126923e+01,8.358303909640365248e+01,8.858303909640365248e+01,1.700000000000000000e+01,4.056374333589636194e+01,6.449071556390715898e+01,1.105477454290645483e+02,1.150198813840641208e+02
3.230000000000000000e+02,6.728914162109734320e+01,5.154669857804046984e+01,2.600284822182071309e+01,0.000000000000000000e+00,6.699050364122406620e+01,7.777049364773672835e+01,6.469956762349150381e+01,9.359201161294130600e+01,1.777300693539935992e+02,2.308685049706199948e+02,2.234860934405032822e+02,2.200507582306227334e+02,1.813138276725841820e+02,1.578816340611445241e+02,1.615745749325900817e+02,1.535123171842915326e+02,1.455123171842915326e+02,1.088244445286032516e+02,1.081522313915023403e+02,1.518328907271854575e+02,1.138507742000741985e+02,1.006630794248067815e+02,1.107129550459276714e+02,7.859201161294130600e+01,4.840708840981535133e+01,1.486606874731850603e+01,4.658879734721666921e+01,7.294599587058972645e+01,7.501779852217899247e+01,7.089469289656133810e+01,6.281700566609776359e+01,5.610342496274486024e+01,4.998252856772559483e+01,4.448252856772559483e+01,5.110342496274486024e+01,5.491131151567681457e+01,4.794114730257648205e+01,4.144114730257648205e+01,4.919434862268065700e+01,4.558879734721666921e+01,3.558879734721666921e+01,1.253993620398445330e+01,8.106912706452212092e+01,4.816897341650535935e+01,7.208952315481684536e+01,7.208952315481684536e+01,7.708952315481684536e+01,4.300284822182071309e+01,6.656659155771707503e+01,9.049356378572787207e+01,1.365505936508852756e+02,1.409018353893098947e+02
3.240000000000000000e+02,9.953558429211145153e+01,8.334986763375897567e+01,8.302520436050404840e+01,6.699050364122406620e+01,0.000000000000000000e+00,4.842305045595007584e+01,1.131982323850774321e+02,1.420906763745272201e+02,2.262287341155795275e+02,2.886491742344504132e+02,2.904765970817273910e+02,2.685494229922086333e+02,2.483043313138082908e+02,2.063802988227304525e+02,2.100732396941760101e+02,2.020109819458774609e+02,1.940109819458774609e+02,1.573231092901891941e+02,1.566508961530882686e+02,2.003315554887713859e+02,1.460972168710883068e+02,1.491617441863926956e+02,1.592116198075135856e+02,1.270906763745272343e+02,1.153975920510394246e+02,8.185657238854257400e+01,9.508746210880259753e+01,1.051924385416038348e+02,1.072642411931931008e+02,1.031411355675754464e+02,9.506344833711187903e+01,9.193805357473320328e+01,9.437380494746555826e+01,8.887380494746555826e+01,8.693805357473320328e+01,8.715775418669093710e+01,8.377577591456481798e+01,8.583242368231644548e+01,7.769301338426659242e+01,7.408746210880259753e+01,8.408746210880259753e+01,7.953043984520851950e+01,1.480596307057462013e+02,1.882153022471871040e+01,5.099019513592784492e+00,5.099019513592784492e+00,1.009901951359278449e+01,6.602520436050404840e+01,8.958894769640041034e+01,1.073782567638919829e+02,1.534352866290493580e+02,1.579074225840489305e+02
3.250000000000000000e+02,1.450596352688340573e+02,1.293171922257772053e+02,1.037733418695574414e+02,7.777049364773672835e+01,4.842305045595007584e+01,0.000000000000000000e+00,1.424700612712282464e+02,1.713625052606780628e+02,2.555005630017303702e+02,3.086389986183567657e+02,3.012565870882400532e+02,2.978212518783594760e+02,2.590843213203209530e+02,2.356521277088812951e+02,2.393450685803268527e+02,2.312828108320283036e+02,2.232828108320283036e+02,1.865949381763400083e+02,1.859227250392391113e+02,2.296033843749222285e+02,1.916212678478109126e+02,1.784335730725435383e+02,1.884834486936644282e+02,1.563625052606780628e+02,1.261775820575520868e+02,9.263656239505523615e+01,1.243592909949533976e+02,1.507164895183264264e+02,1.527882921699157066e+02,1.486651865442980522e+02,1.405874993138344848e+02,1.338739186104815815e+02,1.277530222154623232e+02,1.222530222154623232e+02,1.288739186104815815e+02,1.326818051634135429e+02,1.257116409503132104e+02,1.192116409503132104e+02,1.261160638402166683e+02,1.225105125647526734e+02,1.133592909949533976e+02,9.031042985172118165e+01,1.588396207122588635e+02,2.960152023123136900e+01,5.352206996954286211e+01,5.352206996954286211e+01,5.852206996954286211e+01,1.144482548164541242e+02,1.380119981523504862e+02,1.558013072198420730e+02,2.018583370849994481e+02,2.063304730399990206e+02
3.260000000000000000e+02,3.207654387673819230e+01,4.178264062744838014e+01,6.417302802457338373e+01,6.469956762349150381e+01,1.131982323850774321e+02,1.424700612712282464e+02,0.000000000000000000e+00,2.889244398944980219e+01,1.130305017305020954e+02,1.754509418493730095e+02,1.828333533794897221e+02,1.553511906071312296e+02,2.209335228881067792e+02,9.318206643765300612e+01,9.687500730909857793e+01,8.881274956080002880e+01,8.081274956080002880e+01,4.412487690511175487e+01,4.345266376801083652e+01,8.713332310369395373e+01,5.010564742504622870e+01,3.596351180131527769e+01,4.601338742243616764e+01,1.389244398944980396e+01,6.259562663699348661e+01,6.119208873335086452e+01,1.811077027627483460e+01,2.641968962724581260e+01,3.274424494758257254e+01,3.568209515220218009e+01,3.654867983173777191e+01,3.115131785777597884e+01,2.313570808683527957e+01,2.863570808683527957e+01,3.615131785777597884e+01,3.995920441070793316e+01,3.817708935198439235e+01,3.167708935198438880e+01,3.981649965003424541e+01,3.911077027627483460e+01,2.911077027627483460e+01,5.215963141950705051e+01,1.206888222800447181e+02,1.128685410399968703e+02,1.080992128714846530e+02,1.137560671209770362e+02,1.187560671209770362e+02,4.717302802457338373e+01,5.697176400824594822e+01,8.089873623625675236e+01,1.101613735999503092e+02,1.056892376449507367e+02
3.270000000000000000e+02,6.096898786618800159e+01,7.067508461689818944e+01,9.306547201402318592e+01,9.359201161294130600e+01,1.420906763745272485e+02,1.713625052606780343e+02,2.889244398944980219e+01,0.000000000000000000e+00,1.054845730909069346e+02,1.589488434405499220e+02,1.663312549706666346e+02,1.388490921983081421e+02,2.085035207385857348e+02,7.667996802882991858e+01,8.932907866950343134e+01,8.127080797979455440e+01,7.327080797979455440e+01,3.658293532410627336e+01,1.456021977856103611e+01,5.824087911424414443e+01,2.121320343559642652e+01,7.071067811865475505e+00,1.712094343298636545e+01,1.500000000000000000e+01,6.370318264754368442e+01,9.008453272280067381e+01,4.700321426572463679e+01,5.531213361669561834e+01,6.004617911349162540e+01,6.416928473910928687e+01,6.544112382118757409e+01,6.004376184722578103e+01,5.202815207628508176e+01,5.752815207628508176e+01,6.504376184722578103e+01,6.885164840015772825e+01,6.706953334143419454e+01,6.056953334143419454e+01,6.870894363948404759e+01,6.800321426572463679e+01,5.800321426572463679e+01,8.105207540895685270e+01,1.495812662694945061e+02,1.417609850294466582e+02,1.369916568609344552e+02,1.426485111104268242e+02,1.476485111104268242e+02,7.606547201402318592e+01,8.545895359515304790e+01,1.093859258231638449e+02,1.386485631868574160e+02,1.341764272318578435e+02
3.280000000000000000e+02,1.451070456072402521e+02,1.548131423579504542e+02,1.772035297550754649e+02,1.777300693539935992e+02,2.262287341155795275e+02,2.555005630017303417e+02,1.130305017305020812e+02,1.054845730909069488e+02,0.000000000000000000e+00,1.110734804737970194e+02,1.184558920039137178e+02,9.097372923155523949e+01,1.606281577718328037e+02,2.880460506207703020e+01,1.615549442140351033e+01,2.421775216970205946e+01,3.221775216970205946e+01,6.890562482539033340e+01,9.092435331234591445e+01,4.724369397666280435e+01,1.231786223054963045e+02,1.090364866817653535e+02,9.898661106064446358e+01,9.913805774105227897e+01,1.478412403885959634e+02,1.742225904638529528e+02,1.311412720067769158e+02,1.394501913577478831e+02,1.457747466780846537e+02,1.487125968827042470e+02,1.495791815622398246e+02,1.441818195882780458e+02,1.361662098173373465e+02,1.416662098173373465e+02,1.491818195882780458e+02,1.529897061412100072e+02,1.512075910824864593e+02,1.447075910824864593e+02,1.528470013805363124e+02,1.521412720067769158e+02,1.421412720067769158e+02,1.651901331500091317e+02,2.337193240105468135e+02,2.258990427704989656e+02,2.211297146019867341e+02,2.267865688514791032e+02,2.317865688514791032e+02,1.602035297550754649e+02,1.700022657387480081e+02,1.939292379667588193e+02,2.231918753304523761e+02,2.187197393754528036e+02
